Value Set Name,Code Type,Code,Brand name,Generic product name,Route,Description,Drug ID
CDC-A_2016,NDC,64380075806,Acarbose,acarbose 25 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,76439012010,Acarbose,acarbose 25 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,76439012011,Acarbose,acarbose 25 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00026286148,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00026286151,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00054014120,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00054014125,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00115115101,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00115115102,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00378282110,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00378282177,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,16252052401,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,23155014801,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,47781034101,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,50419086148,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,50419086151,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,51862021101,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,54569450100,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,54569606100,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,54868382301,Precose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,55289017142,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,64380075906,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,76439012110,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,76439012111,Acarbose,acarbose 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00009501401,Glyset,miglitol 100 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00009501201,Glyset,miglitol 25 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,12280002900,Glyset,miglitol 25 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00009501301,Glyset,miglitol 50 mg oral tablet,oral,Alpha-glucosidase inhibitors,
CDC-A_2016,NDC,00310661502,SymlinPen 60,pramlintide 1000 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,00310662702,SymlinPen 120,pramlintide 1000 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,66780011502,SymlinPen 60,pramlintide 1000 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,66780012102,SymlinPen 120,pramlintide 1000 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,54868538200,Symlin,pramlintide 600 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,66780011001,Symlin,pramlintide 600 mcg/mL subcutaneous solution,subcutaneous,Amylin analogs,
CDC-A_2016,NDC,64764033760,Kazano,alogliptin-metFORMIN 12.5 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764033560,Kazano,alogliptin-metFORMIN 12.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764012103,Oseni,alogliptin-pioglitazone 12.5 mg-15 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764012303,Oseni,alogliptin-pioglitazone 12.5 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764012403,Oseni,alogliptin-pioglitazone 12.5 mg-45 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764025103,Oseni,alogliptin-pioglitazone 25 mg-15 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764025303,Oseni,alogliptin-pioglitazone 25 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764025403,Oseni,alogliptin-pioglitazone 25 mg-45 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,50458054360,Invokamet,canagliflozin-metFORMIN 150 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,50458054260,Invokamet,canagliflozin-metFORMIN 150 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,50458054160,Invokamet,canagliflozin-metFORMIN 50 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,50458054060,Invokamet,canagliflozin-metFORMIN 50 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597018230,Glyxambi,empagliflozin-linagliptin 10 mg-5 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597018290,Glyxambi,empagliflozin-linagliptin 10 mg-5 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597016430,Glyxambi,empagliflozin-linagliptin 25 mg-5 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597016490,Glyxambi,empagliflozin-linagliptin 25 mg-5 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597016818,Synjardy,empagliflozin-metFORMIN 12.5 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597016860,Synjardy,empagliflozin-metFORMIN 12.5 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597018018,Synjardy,empagliflozin-metFORMIN 12.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597018060,Synjardy,empagliflozin-metFORMIN 12.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597017518,Synjardy,empagliflozin-metFORMIN 5 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597017560,Synjardy,empagliflozin-metFORMIN 5 mg-1000 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597015918,Synjardy,empagliflozin-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00597015960,Synjardy,empagliflozin-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781563431,Glimepiride-Pioglitazone Hydrochloride,glimepiride-pioglitazone 2 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764030230,Duetact,glimepiride-pioglitazone 2 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,66993082130,Glimepiride-Pioglitazone Hydrochloride,glimepiride-pioglitazone 2 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781563531,Glimepiride-Pioglitazone Hydrochloride,glimepiride-pioglitazone 4 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64764030430,Duetact,glimepiride-pioglitazone 4 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,66993082230,Glimepiride-Pioglitazone Hydrochloride,glimepiride-pioglitazone 4 mg-30 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00007315113,Avandaryl,glimepiride-rosiglitazone 1 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00173084113,Avandaryl,glimepiride-rosiglitazone 1 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229430,Avandaryl,glimepiride-rosiglitazone 1 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00007315213,Avandaryl,glimepiride-rosiglitazone 2 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00173084213,Avandaryl,glimepiride-rosiglitazone 2 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229530,Avandaryl,glimepiride-rosiglitazone 2 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00007314813,Avandaryl,glimepiride-rosiglitazone 2 mg-8 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00173084413,Avandaryl,glimepiride-rosiglitazone 2 mg-8 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00007315313,Avandaryl,glimepiride-rosiglitazone 4 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00173084313,Avandaryl,glimepiride-rosiglitazone 4 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229630,Avandaryl,glimepiride-rosiglitazone 4 mg-4 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00007314913,Avandaryl,glimepiride-rosiglitazone 4 mg-8 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00173084513,Avandaryl,glimepiride-rosiglitazone 4 mg-8 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00087608131,Metaglip,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093745501,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00378313101,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00555062502,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00591397101,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781530401,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155011501,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54569599100,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868079500,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,57664072788,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00087607731,Metaglip,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093745601,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00378313201,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00555062602,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00591397201,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781530501,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155011601,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518800,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518801,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518802,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868539900,Metaglip,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868539901,Metaglip,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,57664072588,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00087607831,Metaglip,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093745701,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00378313301,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00555062702,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00591397301,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781530601,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155011701,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868528800,Metaglip,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868528801,Metaglip,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868528802,Metaglip,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868546700,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868546701,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868546702,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,57664072488,GlipiZIDE-Metformin,glipiZIDE-metFORMIN 5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00087607211,Glucovance,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571001,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571005,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571019,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571093,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00172571060,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00228275111,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00228275150,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229130,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229160,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781517001,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155023301,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155023305,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868490600,Glucovance,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518500,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518501,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518502,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868518503,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,55111069501,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,55887017330,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,57237002301,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,57237002305,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,58016005800,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,58016005830,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,58016005860,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,58016005890,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,59762233007,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64720014010,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,64720014050,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,65862008001,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,65862008005,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,68084013601,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,68084013611,Glyburide-Metformin,glyBURIDE-metFORMIN 1.25 mg-250 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00087607311,Glucovance,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571101,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571105,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571119,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00093571193,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00228275211,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00228275250,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229230,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00247229260,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781517101,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,00781517105,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155023401,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,23155023405,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54569561800,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54569561801,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54569561802,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868460900,Glucovance,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868514800,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868514801,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868514802,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868514803,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,54868514804,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,55111069601,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,55111069610,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
CDC-A_2016,NDC,55887084530,Glyburide-Metformin,glyBURIDE-metFORMIN 2.5 mg-500 mg oral tablet,oral,Antidiabetic combinations,
